Date,DayofWeek,Visitor,Home,HomeGameNum,DayNight,Attendance,HomeAllStar,VisitorAllStar,HomeWinPct,VisitorWinPct
20160430,Sat,KCA,SEA,23,N,43444,1,0,0.5454545454545454,0.5454545454545454
20160430,Sat,TOR,TBA,23,N,14948,0,3,0.45454545454545453,0.4583333333333333
20160430,Sat,ANA,TEX,24,N,41571,1,0,0.5652173913043478,0.4782608695652174
20160430,Sat,COL,ARI,26,N,32987,2,4,0.48,0.45454545454545453
20160430,Sat,SDN,LAN,25,N,45740,0,0,0.5,0.34782608695652173
20160430,Sat,MIA,MIL,23,N,28193,0,1,0.36363636363636365,0.5
20160430,Sat,SFN,NYN,22,D,44466,0,0,0.6666666666666666,0.5
20160430,Sat,CLE,PHI,24,N,23636,1,5,0.5652173913043478,0.5
20160430,Sat,CIN,PIT,24,N,34810,1,1,0.6086956521739131,0.391304347826087
20160430,Sat,WAS,SLN,24,D,42723,0,0,0.5217391304347826,0.6818181818181818
20160501,Sun,CHA,BAL,24,D,28803,3,0,0.6086956521739131,0.68
20160501,Sun,NYA,BOS,25,N,34279,6,0,0.5833333333333334,0.36363636363636365
20160501,Sun,DET,MIN,25,D,24749,0,1,0.2916666666666667,0.5652173913043478
20160501,Sun,HOU,OAK,26,D,24135,0,3,0.52,0.2916666666666667
20160501,Sun,KCA,SEA,24,D,37053,1,0,0.5652173913043478,0.5217391304347826
20160501,Sun,TOR,TBA,24,D,27217,0,3,0.4782608695652174,0.44
20160501,Sun,ANA,TEX,25,D,39401,1,0,0.5833333333333334,0.4583333333333333
20160501,Sun,COL,ARI,27,D,25458,2,4,0.46153846153846156,0.4782608695652174
20160501,Sun,ATL,CHN,23,D,40164,0,1,0.7727272727272727,0.21739130434782608
20160501,Sun,SDN,LAN,26,D,49271,0,0,0.48,0.375
20160501,Sun,MIA,MIL,24,D,28181,0,1,0.34782608695652173,0.5217391304347826
20160501,Sun,SFN,NYN,23,D,39077,0,0,0.6818181818181818,0.48
20160501,Sun,CLE,PHI,25,D,23809,1,5,0.5833333333333334,0.47619047619047616
20160501,Sun,CIN,PIT,25,D,28755,1,1,0.625,0.375
20160501,Sun,WAS,SLN,25,D,42933,0,0,0.5,0.6956521739130435
20160502,Mon,MIN,HOU,26,N,18243,3,0,0.32,0.28
20160502,Mon,WAS,KCA,25,N,32394,0,0,0.5416666666666666,0.7083333333333334
20160502,Mon,SEA,OAK,27,N,10535,0,1,0.5,0.5416666666666666
20160502,Mon,TEX,TOR,27,N,25323,3,1,0.46153846153846156,0.56
20160502,Mon,SFN,CIN,26,N,13829,1,0,0.4,0.5
20160502,Mon,ANA,MIL,25,N,21352,0,0,0.375,0.48
20160502,Mon,ATL,NYN,24,N,23847,0,1,0.6521739130434783,0.25
20160502,Mon,CHN,PIT,26,N,18376,1,0,0.6,0.7391304347826086
20160502,Mon,COL,SDN,26,N,19013,0,4,0.36,0.5
20160502,Mon,PHI,SLN,26,N,40438,0,1,0.48,0.6
20160503,Tue,NYA,BAL,25,N,16083,3,0,0.5833333333333334,0.34782608695652173
20160503,Tue,BOS,CHA,27,N,15025,0,6,0.6923076923076923,0.6
20160503,Tue,DET,CLE,23,N,11022,5,1,0.45454545454545453,0.5833333333333334
20160503,Tue,MIN,HOU,27,N,21153,3,0,0.3076923076923077,0.3076923076923077
20160503,Tue,WAS,KCA,26,N,33729,0,0,0.52,0.72
20160503,Tue,SEA,OAK,28,N,12584,0,1,0.48148148148148145,0.56
20160503,Tue,LAN,TBA,25,N,14116,0,0,0.4583333333333333,0.5
20160503,Tue,TEX,TOR,28,N,24437,3,1,0.4444444444444444,0.5769230769230769
20160503,Tue,SFN,CIN,27,N,14309,1,0,0.38461538461538464,0.5185185185185185
20160503,Tue,ARI,MIA,25,N,16323,1,2,0.5,0.4444444444444444
20160503,Tue,ANA,MIL,26,N,28180,0,0,0.4,0.46153846153846156
20160503,Tue,ATL,NYN,25,N,27356,0,1,0.6666666666666666,0.24
20160503,Tue,CHN,PIT,27,N,22195,1,0,0.5769230769230769,0.75
20160503,Tue,COL,SDN,27,N,20394,0,4,0.38461538461538464,0.48
20160503,Tue,PHI,SLN,27,N,40087,0,1,0.5,0.5769230769230769
20160504,Wed,NYA,BAL,26,N,15998,3,0,0.6,0.3333333333333333
20160504,Wed,BOS,CHA,28,N,14383,0,6,0.7037037037037037,0.5769230769230769
20160504,Wed,DET,CLE,24,N,8766,5,1,0.4782608695652174,0.56
20160504,Wed,MIN,HOU,28,N,20847,3,0,0.3333333333333333,0.2962962962962963
20160504,Wed,WAS,KCA,27,D,38610,0,0,0.5384615384615384,0.6923076923076923
20160504,Wed,SEA,OAK,29,D,16238,0,1,0.4642857142857143,0.5769230769230769
20160504,Wed,LAN,TBA,26,N,13226,0,0,0.44,0.5185185185185185
20160504,Wed,TEX,TOR,29,N,25229,3,1,0.4642857142857143,0.5555555555555556
20160504,Wed,SFN,CIN,28,D,21333,1,0,0.37037037037037035,0.5357142857142857
20160504,Wed,ARI,MIA,26,N,17043,1,2,0.52,0.42857142857142855
20160504,Wed,ANA,MIL,27,D,21907,0,0,0.4230769230769231,0.4444444444444444
20160504,Wed,ATL,NYN,26,D,31783,0,1,0.64,0.2692307692307692
20160504,Wed,CHN,PIT,28,D,28782,1,0,0.5555555555555556,0.76
20160504,Wed,COL,SDN,28,D,20034,0,4,0.4074074074074074,0.46153846153846156
20160504,Wed,PHI,SLN,28,N,40725,0,1,0.48148148148148145,0.5925925925925926
20160505,Thu,NYA,BAL,27,N,19598,3,0,0.5769230769230769,0.36
20160505,Thu,BOS,CHA,29,N,20126,0,6,0.6785714285714286,0.5925925925925926
20160505,Thu,DET,CLE,25,N,10350,5,1,0.5,0.5384615384615384
20160505,Thu,SEA,HOU,29,N,20151,3,1,0.35714285714285715,0.5925925925925926
20160505,Thu,TEX,TOR,30,N,35468,3,1,0.4827586206896552,0.5357142857142857
20160505,Thu,WAS,CHN,27,N,37564,0,0,0.7692307692307693,0.7037037037037037
20160505,Thu,MIL,CIN,29,N,13088,1,0,0.39285714285714285,0.4074074074074074
20160505,Thu,ARI,MIA,27,N,16704,1,2,0.5384615384615384,0.41379310344827586
20160505,Thu,NYN,SDN,29,N,21608,0,0,0.39285714285714285,0.6538461538461539
20160505,Thu,COL,SFN,30,N,41477,0,4,0.5172413793103449,0.48148148148148145
20160505,Thu,PHI,SLN,29,D,41818,0,1,0.5,0.5714285714285714
20160506,Fri,TBA,ANA,29,N,41253,0,0,0.4642857142857143,0.46153846153846156
20160506,Fri,MIN,CHA,30,N,23054,0,0,0.6551724137931034,0.2857142857142857
20160506,Fri,KCA,CLE,26,N,13587,5,0,0.52,0.5185185185185185
20160506,Fri,TEX,DET,28,N,28522,1,1,0.5185185185185185,0.5172413793103449
20160506,Fri,SEA,HOU,30,N,25413,3,1,0.3448275862068966,0.6071428571428571
20160506,Fri,BOS,NYA,27,N,45756,0,6,0.34615384615384615,0.6071428571428571
20160506,Fri,LAN,TOR,31,N,42304,3,0,0.5,0.5
20160506,Fri,ARI,ATL,28,N,23514,1,2,0.25925925925925924,0.4
20160506,Fri,WAS,CHN,28,D,39206,0,0,0.7777777777777778,0.6785714285714286
20160506,Fri,MIL,CIN,30,N,28249,1,0,0.41379310344827586,0.39285714285714285
20160506,Fri,PHI,MIA,28,N,19983,1,1,0.5555555555555556,0.5517241379310345
20160506,Fri,NYN,SDN,30,N,30108,0,0,0.41379310344827586,0.6296296296296297
20160506,Fri,COL,SFN,31,N,41358,0,4,0.5,0.5
20160506,Fri,PIT,SLN,30,N,43093,0,1,0.5172413793103449,0.5357142857142857
20160507,Sat,TBA,ANA,30,N,40142,0,0,0.4482758620689655,0.48148148148148145
20160507,Sat,OAK,BAL,28,D,15110,3,0,0.5925925925925926,0.4482758620689655
20160507,Sat,OAK,BAL,29,N,29862,3,0,0.5714285714285714,0.4666666666666667
20160507,Sat,MIN,CHA,31,N,28049,0,0,0.6666666666666666,0.27586206896551724
20160507,Sat,KCA,CLE,27,D,17302,5,0,0.5384615384615384,0.5
20160507,Sat,TEX,DET,29,D,35551,1,1,0.5,0.5333333333333333
20160507,Sat,SEA,HOU,31,N,31559,3,1,0.36666666666666664,0.5862068965517241
20160507,Sat,BOS,NYA,28,D,47822,0,6,0.37037037037037035,0.5862068965517241
20160507,Sat,LAN,TOR,32,D,47156,3,0,0.5161290322580645,0.4827586206896552
20160507,Sat,ARI,ATL,29,N,22178,1,2,0.25,0.41935483870967744
20160507,Sat,WAS,CHN,29,D,40471,0,0,0.7857142857142857,0.6551724137931034
20160507,Sat,MIL,CIN,31,N,27567,1,0,0.43333333333333335,0.3793103448275862
20160507,Sat,PHI,MIA,29,N,21719,1,1,0.5714285714285714,0.5333333333333333
20160507,Sat,NYN,SDN,31,N,41028,0,0,0.43333333333333335,0.6071428571428571
20160507,Sat,COL,SFN,32,D,41590,0,4,0.5161290322580645,0.4827586206896552
20160507,Sat,PIT,SLN,31,D,42338,0,1,0.5,0.5517241379310345
20160508,Sun,TBA,ANA,31,D,41086,0,0,0.43333333333333335,0.5
20160508,Sun,OAK,BAL,30,D,43690,3,0,0.5862068965517241,0.45161290322580644
20160508,Sun,MIN,CHA,32,D,23801,0,0,0.6774193548387096,0.26666666666666666
20160508,Sun,KCA,CLE,28,D,14463,5,0,0.5185185185185185,0.5172413793103449
20160508,Sun,TEX,DET,30,D,35406,1,1,0.4827586206896552,0.5483870967741935
20160508,Sun,SEA,HOU,32,D,28148,3,1,0.3548387096774194,0.6
20160508,Sun,BOS,NYA,29,N,41869,0,6,0.39285714285714285,0.5666666666666667
20160508,Sun,LAN,TOR,33,D,46665,3,0,0.5,0.5
20160508,Sun,ARI,ATL,30,D,17106,1,2,0.2413793103448276,0.4375
20160508,Sun,WAS,CHN,30,D,41233,0,0,0.7931034482758621,0.6333333333333333
20160508,Sun,MIL,CIN,32,D,22376,1,0,0.41935483870967744,0.4
20160508,Sun,PHI,MIA,30,D,19625,1,1,0.5517241379310345,0.5483870967741935
20160508,Sun,NYN,SDN,32,D,27461,0,0,0.41935483870967744,0.6206896551724138
20160508,Sun,COL,SFN,33,D,41593,0,4,0.53125,0.4666666666666667
20160508,Sun,PIT,SLN,32,D,42441,0,1,0.5161290322580645,0.5333333333333333
20160509,Mon,OAK,BOS,32,N,35227,6,0,0.5806451612903226,0.4375
20160509,Mon,CLE,HOU,33,N,20222,3,5,0.375,0.5357142857142857
20160509,Mon,KCA,NYA,30,N,41243,0,0,0.3793103448275862,0.5
20160509,Mon,TBA,SEA,32,N,15230,1,0,0.5806451612903226,0.5172413793103449
20160509,Mon,CHA,TEX,33,N,22958,1,0,0.5625,0.6875
20160509,Mon,PIT,CIN,33,N,12103,1,1,0.40625,0.5483870967741935
20160509,Mon,ARI,COL,32,N,22053,4,2,0.4838709677419355,0.45454545454545453
20160509,Mon,NYN,LAN,32,N,42186,0,0,0.5161290322580645,0.6333333333333333
20160509,Mon,MIL,MIA,31,N,16769,1,0,0.5333333333333333,0.41935483870967744
20160509,Mon,TOR,SFN,34,N,41256,0,3,0.5151515151515151,0.48484848484848486
20160509,Mon,DET,WAS,32,N,27153,0,1,0.6129032258064516,0.4666666666666667
20160510,Tue,SLN,ANA,32,N,30679,0,0,0.41935483870967744,0.5
20160510,Tue,OAK,BOS,33,N,32167,6,0,0.59375,0.42424242424242425
20160510,Tue,CLE,HOU,34,N,23976,3,5,0.3939393939393939,0.5172413793103449
20160510,Tue,BAL,MIN,32,N,21586,0,3,0.25806451612903225,0.6
20160510,Tue,KCA,NYA,31,N,39128,0,0,0.4,0.4838709677419355
20160510,Tue,TBA,SEA,33,N,16013,1,0,0.59375,0.5
20160510,Tue,CHA,TEX,34,N,25804,1,0,0.5454545454545454,0.696969696969697
20160510,Tue,PHI,ATL,31,N,14490,1,1,0.23333333333333334,0.5625
20160510,Tue,SDN,CHN,31,N,34680,0,0,0.8,0.40625
20160510,Tue,ARI,COL,33,N,23363,4,2,0.46875,0.47058823529411764
20160510,Tue,NYN,LAN,33,N,38858,0,0,0.5,0.6451612903225806
20160510,Tue,MIL,MIA,32,N,17225,1,0,0.5483870967741935,0.40625
20160510,Tue,TOR,SFN,35,N,41464,0,3,0.5,0.5
20160510,Tue,DET,WAS,33,N,24476,0,1,0.625,0.45161290322580644
20160511,Wed,SLN,ANA,33,N,33378,0,0,0.40625,0.5151515151515151
20160511,Wed,OAK,BOS,34,N,33283,6,0,0.6060606060606061,0.4117647058823529
20160511,Wed,CLE,HOU,35,D,24453,3,5,0.38235294117647056,0.5333333333333333
20160511,Wed,BAL,MIN,33,D,25094,0,3,0.25,0.6129032258064516
20160511,Wed,KCA,NYA,32,N,31226,0,0,0.41935483870967744,0.46875
20160511,Wed,TBA,SEA,34,D,23000,1,0,0.6060606060606061,0.4838709677419355
20160511,Wed,CHA,TEX,35,D,29023,1,0,0.5588235294117647,0.6764705882352942
20160511,Wed,PHI,ATL,32,N,13760,1,1,0.22580645161290322,0.5757575757575758
20160511,Wed,SDN,CHN,32,D,34508,0,0,0.8064516129032258,0.3939393939393939
20160511,Wed,SDN,CHN,33,N,37828,0,0,0.78125,0.4117647058823529
20160511,Wed,PIT,CIN,34,N,14694,1,1,0.42424242424242425,0.53125
20160511,Wed,ARI,COL,34,D,34890,4,2,0.45454545454545453,0.4857142857142857
20160511,Wed,NYN,LAN,34,N,40970,0,0,0.5151515151515151,0.625
20160511,Wed,MIL,MIA,33,N,19893,1,0,0.53125,0.42424242424242425
20160511,Wed,TOR,SFN,36,D,41372,0,3,0.4857142857142857,0.5142857142857142
20160511,Wed,DET,WAS,34,N,35695,0,1,0.6060606060606061,0.46875
20160512,Thu,SLN,ANA,34,N,35413,0,0,0.3939393939393939,0.5294117647058824
20160512,Thu,DET,BAL,33,N,14918,3,1,0.625,0.45454545454545453
20160512,Thu,HOU,BOS,35,N,34982,6,3,0.6176470588235294,0.4
20160512,Thu,KCA,NYA,33,N,35944,0,0,0.40625,0.48484848484848486
20160512,Thu,SFN,ARI,37,N,19461,2,0,0.4722222222222222,0.5
20160512,Thu,PHI,ATL,33,N,15643,1,1,0.25,0.5588235294117647
20160512,Thu,NYN,LAN,35,N,41765,0,0,0.5,0.6363636363636364
20160512,Thu,SDN,MIL,35,N,17374,0,0,0.4117647058823529,0.42857142857142855
20160513,Fri,DET,BAL,34,N,30488,3,1,0.6363636363636364,0.4411764705882353
20160513,Fri,HOU,BOS,36,N,33148,6,3,0.6285714285714286,0.3888888888888889
20160513,Fri,MIN,CLE,32,N,17803,5,0,0.5161290322580645,0.24242424242424243
20160513,Fri,ATL,KCA,35,N,33132,0,1,0.47058823529411764,0.24242424242424243
20160513,Fri,CHA,NYA,34,N,34264,0,0,0.42424242424242425,0.6571428571428571
20160513,Fri,ANA,SEA,35,N,34579,1,0,0.6176470588235294,0.38235294117647056
20160513,Fri,OAK,TBA,33,N,14604,0,0,0.46875,0.4
20160513,Fri,TOR,TEX,36,N,40344,1,3,0.5714285714285714,0.5
20160513,Fri,SFN,ARI,38,N,21753,2,0,0.4594594594594595,0.5135135135135135
20160513,Fri,PIT,CHN,34,D,37479,0,1,0.7575757575757576,0.5454545454545454
20160513,Fri,NYN,COL,35,N,38712,4,0,0.47058823529411764,0.6176470588235294
20160513,Fri,SLN,LAN,36,N,46716,0,0,0.5142857142857142,0.5428571428571428
20160513,Fri,SDN,MIL,36,N,35291,0,0,0.4,0.4444444444444444
20160513,Fri,CIN,PHI,36,N,22230,1,1,0.5714285714285714,0.4117647058823529
20160513,Fri,MIA,WAS,35,N,28232,0,1,0.6176470588235294,0.5454545454545454
20160514,Sat,DET,BAL,35,N,32174,3,1,0.6470588235294118,0.42857142857142855
20160514,Sat,HOU,BOS,37,D,37430,6,3,0.6111111111111112,0.40540540540540543
20160514,Sat,MIN,CLE,33,D,15428,5,0,0.53125,0.23529411764705882
20160514,Sat,ATL,KCA,36,N,36541,0,1,0.4857142857142857,0.23529411764705882
20160514,Sat,CHA,NYA,35,D,39691,0,0,0.4117647058823529,0.6666666666666666
20160514,Sat,ANA,SEA,36,N,42038,1,0,0.6,0.4
20160514,Sat,OAK,TBA,34,N,28158,0,0,0.45454545454545453,0.4166666666666667
20160514,Sat,TOR,TEX,37,N,47115,1,3,0.5555555555555556,0.5135135135135135
20160514,Sat,SFN,ARI,39,N,32448,2,0,0.4473684210526316,0.5263157894736842
20160514,Sat,PIT,CHN,35,D,40953,0,1,0.7647058823529411,0.5294117647058824
20160514,Sat,NYN,COL,36,N,34362,4,0,0.4857142857142857,0.6
20160514,Sat,SLN,LAN,37,N,48459,0,0,0.5277777777777778,0.5277777777777778
20160514,Sat,SDN,MIL,37,N,28896,0,0,0.4166666666666667,0.43243243243243246
20160514,Sat,CIN,PHI,37,N,29535,1,1,0.5833333333333334,0.4
20160514,Sat,MIA,WAS,36,D,28634,0,1,0.6285714285714286,0.5294117647058824
20160514,Sat,MIA,WAS,37,N,30019,0,1,0.6388888888888888,0.5142857142857142
20160515,Sun,DET,BAL,36,D,37890,3,1,0.6571428571428571,0.4166666666666667
20160515,Sun,HOU,BOS,38,D,35736,6,3,0.6216216216216216,0.39473684210526316
20160515,Sun,MIN,CLE,34,D,13236,5,0,0.5151515151515151,0.2571428571428571
20160515,Sun,ATL,KCA,37,D,33861,0,1,0.4722222222222222,0.2571428571428571
20160515,Sun,CHA,NYA,36,D,41979,0,0,0.42857142857142855,0.6486486486486487
20160515,Sun,ANA,SEA,37,D,40852,1,0,0.5833333333333334,0.4166666666666667
20160515,Sun,OAK,TBA,35,D,19545,0,0,0.47058823529411764,0.40540540540540543
20160515,Sun,TOR,TEX,38,D,41327,1,3,0.5675675675675675,0.5
20160515,Sun,SFN,ARI,40,D,25007,2,0,0.4358974358974359,0.5384615384615384
20160515,Sun,PIT,CHN,36,D,40814,0,1,0.7714285714285715,0.5142857142857142
20160515,Sun,NYN,COL,37,D,36901,4,0,0.5,0.5833333333333334
20160515,Sun,SLN,LAN,38,N,51350,0,0,0.5405405405405406,0.5135135135135135
20160515,Sun,SDN,MIL,38,D,26306,0,0,0.40540540540540543,0.4473684210526316
20160515,Sun,CIN,PHI,38,D,27869,1,1,0.5945945945945946,0.3888888888888889
20160515,Sun,MIA,WAS,38,D,36786,0,1,0.6216216216216216,0.5277777777777778
20160516,Mon,CIN,CLE,35,N,12184,5,1,0.5,0.40540540540540543
20160516,Mon,MIN,DET,38,N,25925,1,0,0.43243243243243246,0.2777777777777778
20160516,Mon,TEX,OAK,39,N,10068,0,1,0.42105263157894735,0.5789473684210527
20160516,Mon,TBA,TOR,40,N,26516,3,0,0.48717948717948717,0.45714285714285713
20160516,Mon,NYA,ARI,41,N,32718,2,0,0.425,0.4444444444444444
20160516,Mon,ANA,LAN,39,N,39583,0,0,0.5263157894736842,0.43243243243243246
20160516,Mon,MIA,PHI,39,N,28348,1,1,0.5789473684210527,0.5405405405405406
20160516,Mon,ATL,PIT,37,N,16905,1,1,0.5277777777777778,0.25
20160517,Tue,SEA,BAL,37,N,14477,3,1,0.6388888888888888,0.5675675675675675
20160517,Tue,HOU,CHA,39,N,13481,0,3,0.631578947368421,0.38461538461538464
20160517,Tue,CIN,CLE,36,N,13095,5,1,0.5142857142857142,0.39473684210526316
20160517,Tue,MIN,DET,39,N,27652,1,0,0.4473684210526316,0.2702702702702703
20160517,Tue,BOS,KCA,38,N,25215,0,6,0.4864864864864865,0.631578947368421
20160517,Tue,TEX,OAK,40,N,12718,0,1,0.4358974358974359,0.5641025641025641
20160517,Tue,TBA,TOR,41,N,27321,3,0,0.475,0.4722222222222222
20160517,Tue,NYA,ARI,42,N,30913,2,0,0.43902439024390244,0.43243243243243246
20160517,Tue,ANA,LAN,40,N,42514,0,0,0.5128205128205128,0.4473684210526316
20160517,Tue,CHN,MIL,39,N,24361,0,0,0.42105263157894735,0.75
20160517,Tue,WAS,NYN,38,N,36701,0,0,0.5675675675675675,0.6052631578947368
20160517,Tue,MIA,PHI,40,N,18140,1,1,0.5641025641025641,0.5526315789473685
20160517,Tue,ATL,PIT,38,N,19400,1,1,0.5405405405405406,0.24324324324324326
20160517,Tue,SFN,SDN,40,N,24433,0,0,0.4358974358974359,0.55
20160517,Tue,COL,SLN,39,N,41109,0,4,0.5263157894736842,0.5135135135135135
20160518,Wed,LAN,ANA,40,N,44006,0,0,0.4358974358974359,0.525
20160518,Wed,SEA,BAL,38,N,21167,3,1,0.6216216216216216,0.5789473684210527
20160518,Wed,HOU,CHA,40,N,14936,0,3,0.6153846153846154,0.4
20160518,Wed,MIN,DET,40,D,29035,1,0,0.46153846153846156,0.2631578947368421
20160518,Wed,BOS,KCA,39,D,33613,0,6,0.5,0.6153846153846154
20160518,Wed,BOS,KCA,40,N,23739,0,6,0.5128205128205128,0.6
20160518,Wed,TEX,OAK,41,D,14323,0,1,0.45,0.55
20160518,Wed,TBA,TOR,42,N,29078,3,0,0.4634146341463415,0.4864864864864865
20160518,Wed,NYA,ARI,43,N,32191,2,0,0.4523809523809524,0.42105263157894735
20160518,Wed,CLE,CIN,40,N,22815,1,5,0.38461538461538464,0.5277777777777778
20160518,Wed,CHN,MIL,40,N,31212,0,0,0.4358974358974359,0.7297297297297297
20160518,Wed,WAS,NYN,39,N,30100,0,0,0.5789473684210527,0.5897435897435898
20160518,Wed,MIA,PHI,41,D,29579,1,1,0.575,0.5384615384615384
20160518,Wed,ATL,PIT,39,N,18201,1,1,0.5526315789473685,0.23684210526315788
20160518,Wed,SFN,SDN,41,N,23518,0,0,0.425,0.5609756097560976
20160518,Wed,COL,SLN,40,N,42618,0,4,0.5128205128205128,0.5263157894736842
20160519,Thu,LAN,ANA,41,N,45007,0,0,0.45,0.5121951219512195
20160519,Thu,SEA,BAL,39,D,35012,3,1,0.631578947368421,0.5641025641025641
20160519,Thu,HOU,CHA,41,N,20096,0,3,0.6,0.4146341463414634
20160519,Thu,TOR,MIN,40,N,25435,0,3,0.2564102564102564,0.4523809523809524
20160519,Thu,NYA,OAK,42,N,17456,0,0,0.4634146341463415,0.4358974358974359
20160519,Thu,CLE,CIN,41,N,21173,1,5,0.375,0.5405405405405406
20160519,Thu,CHN,MIL,41,D,38781,0,0,0.425,0.7368421052631579
20160519,Thu,WAS,NYN,40,N,39494,0,0,0.5641025641025641,0.6
20160519,Thu,ATL,PIT,40,N,23074,1,1,0.5384615384615384,0.2564102564102564
20160519,Thu,SFN,SDN,42,N,26417,0,0,0.4146341463414634,0.5714285714285714
20160519,Thu,COL,SLN,41,N,43683,0,4,0.525,0.5128205128205128
20160520,Fri,BAL,ANA,42,N,40987,0,3,0.4634146341463415,0.6153846153846154
20160520,Fri,CLE,BOS,42,N,37354,6,5,0.6097560975609756,0.5526315789473685
20160520,Fri,KCA,CHA,42,N,24020,0,0,0.6097560975609756,0.5
20160520,Fri,TBA,DET,41,N,30304,1,0,0.475,0.5
20160520,Fri,TEX,HOU,43,N,28724,3,1,0.40476190476190477,0.5365853658536586
20160520,Fri,TOR,MIN,41,N,29396,0,3,0.25,0.46511627906976744
20160520,Fri,NYA,OAK,43,N,28235,0,0,0.4523809523809524,0.45
20160520,Fri,SEA,CIN,42,N,20435,1,1,0.36585365853658536,0.575
20160520,Fri,WAS,MIA,41,N,20017,1,0,0.525,0.6097560975609756
20160520,Fri,MIL,NYN,41,N,36239,0,0,0.55,0.43902439024390244
20160520,Fri,ATL,PHI,42,N,27257,1,1,0.5853658536585366,0.25
20160520,Fri,COL,PIT,41,N,23428,1,4,0.55,0.5
20160520,Fri,LAN,SDN,43,N,31836,0,0,0.40476190476190477,0.5
20160520,Fri,CHN,SFN,44,N,41750,0,0,0.5813953488372093,0.717948717948718
20160520,Fri,ARI,SLN,42,N,43301,0,2,0.5365853658536586,0.4418604651162791
20160521,Sat,BAL,ANA,43,N,40137,0,3,0.4523809523809524,0.625
20160521,Sat,CLE,BOS,43,D,37254,6,5,0.5952380952380952,0.5641025641025641
20160521,Sat,KCA,CHA,43,D,27631,0,0,0.5952380952380952,0.5121951219512195
20160521,Sat,TBA,DET,42,D,32316,1,0,0.4634146341463415,0.5128205128205128
20160521,Sat,TEX,HOU,44,N,35040,3,1,0.3953488372093023,0.5476190476190477
20160521,Sat,TOR,MIN,42,D,30460,0,3,0.24390243902439024,0.4772727272727273
20160521,Sat,NYA,OAK,44,D,26356,0,0,0.4418604651162791,0.4634146341463415
20160521,Sat,SEA,CIN,43,D,38200,1,1,0.35714285714285715,0.5853658536585366
20160521,Sat,WAS,MIA,42,N,25839,1,0,0.5121951219512195,0.6190476190476191
20160521,Sat,MIL,NYN,42,D,39688,0,0,0.5609756097560976,0.42857142857142855
20160521,Sat,ATL,PHI,43,D,20196,1,1,0.5714285714285714,0.2682926829268293
20160521,Sat,COL,PIT,42,N,31352,1,4,0.5609756097560976,0.4878048780487805
20160521,Sat,LAN,SDN,44,N,40221,0,0,0.4186046511627907,0.4883720930232558
20160521,Sat,CHN,SFN,45,D,41507,0,0,0.5681818181818182,0.725
20160521,Sat,ARI,SLN,43,D,45117,0,2,0.5238095238095238,0.45454545454545453
20160522,Sun,BAL,ANA,44,D,41280,0,3,0.4418604651162791,0.6341463414634146
20160522,Sun,CLE,BOS,44,D,36021,6,5,0.6046511627906976,0.55
20160522,Sun,KCA,CHA,44,D,34526,0,0,0.5813953488372093,0.5238095238095238
20160522,Sun,TBA,DET,43,D,34758,1,0,0.47619047619047616,0.5
20160522,Sun,TEX,HOU,45,D,35035,3,1,0.38636363636363635,0.5581395348837209
20160522,Sun,TOR,MIN,43,D,33421,0,3,0.2619047619047619,0.4666666666666667
20160522,Sun,NYA,OAK,45,D,25237,0,0,0.4318181818181818,0.47619047619047616
20160522,Sun,SEA,CIN,44,D,24123,1,1,0.3488372093023256,0.5952380952380952
20160522,Sun,WAS,MIA,43,D,24308,1,0,0.5238095238095238,0.6046511627906976
20160522,Sun,MIL,NYN,43,D,40173,0,0,0.5714285714285714,0.4186046511627907
20160522,Sun,ATL,PHI,44,D,23367,1,1,0.5581395348837209,0.2857142857142857
20160522,Sun,LAN,SDN,45,D,43100,0,0,0.4318181818181818,0.4772727272727273
20160522,Sun,CHN,SFN,46,N,41359,0,0,0.5777777777777777,0.7073170731707317
20160522,Sun,ARI,SLN,44,D,43829,0,2,0.5348837209302325,0.4444444444444444
20160523,Mon,CLE,CHA,45,D,0,0,5,0.5909090909090909,0.5365853658536586
20160523,Mon,CLE,CHA,46,N,18323,0,5,0.6,0.5238095238095238
20160523,Mon,PHI,DET,44,N,26400,1,1,0.4883720930232558,0.5681818181818182
20160523,Mon,KCA,MIN,44,N,17886,0,0,0.2558139534883721,0.5116279069767442
20160523,Mon,OAK,SEA,44,N,16370,1,0,0.6046511627906976,0.4222222222222222
20160523,Mon,ANA,TEX,45,N,25298,1,0,0.5681818181818182,0.45454545454545453
20160523,Mon,CIN,LAN,46,N,42519,0,1,0.4888888888888889,0.3409090909090909
20160523,Mon,TBA,MIA,44,N,17969,1,0,0.5116279069767442,0.4878048780487805
20160523,Mon,COL,PIT,43,D,34529,1,4,0.5476190476190477,0.5
20160523,Mon,SDN,SFN,47,N,42099,0,0,0.5869565217391305,0.4222222222222222
20160523,Mon,CHN,SLN,45,N,45008,0,0,0.5227272727272727,0.6904761904761905
20160523,Mon,NYN,WAS,45,N,31264,0,0,0.6136363636363636,0.5813953488372093
20160524,Tue,COL,BOS,45,N,36123,6,4,0.6136363636363636,0.4883720930232558
20160524,Tue,CLE,CHA,47,N,21550,0,5,0.5869565217391305,0.5348837209302325
20160524,Tue,PHI,DET,45,N,26531,1,1,0.5,0.5555555555555556
20160524,Tue,BAL,HOU,46,N,24783,3,3,0.37777777777777777,0.6190476190476191
20160524,Tue,KCA,MIN,45,N,23541,0,0,0.25,0.5227272727272727
